title,authors,doi,venue,source,year,is_top_venue
Wildfire spreading prediction using multimodal data and deep neural network approach,"['Dmitrii Shadrin', 'Svetlana Illarionova', 'Fedor Gubanov', 'Ksenia Evteeva', 'Maksim Mironenko', 'Ivan Levchunets', 'Roman Belousov', 'Evgeny Burnaev']",https://doi.org/10.1038/s41598-024-52821-x,Scientific Reports,OpenAlex,2024,False
ESG practices mitigating geopolitical risks: Implications for sustainable environmental management,['Ibrahim Alnafrah'],https://doi.org/10.1016/j.jenvman.2024.120923,Journal of Environmental Management,OpenAlex,2024,False
Relationship between the popularity of a platform and the price of NFT assets,"['Jaehyung An', 'Alexey Mikhaylov', 'Tsangyao Chang']",https://doi.org/10.1016/j.frl.2024.105057,Finance research letters,OpenAlex,2024,False
Novelty vs. trust in virtual influencers: exploring the effectiveness of human-like virtual influencers and anime-like virtual influencers,"['eunjin Kim', 'Heather Shoenberger', 'Dong-Gyu Kim', 'Esther Thorson', 'E Zihang']",https://doi.org/10.1080/02650487.2024.2386916,International Journal of Advertising,OpenAlex,2024,False
Chemometrics as an efficient tool for food authentication: Golden pillars for building reliable models,"['Oxana Ye. Rodionova', 'Paolo Oliveri', 'Cristina Malegori', 'Alexey L. Pomerantsev']",https://doi.org/10.1016/j.tifs.2024.104429,Trends in Food Science & Technology,OpenAlex,2024,False
PSYCHOLOGY OF INTELLIGENCE,['Nina A. Pasternak'],https://doi.org/10.34660/inf.2023.43.21.130,N/A,OpenAlex,2024,False
"Causal dynamics of sleep, circadian rhythm, and mood symptoms in patients with major depression and bipolar disorder: insights from longitudinal wearable device data","['Yun Min Song', 'Jaegwon Jeong', 'Aurelio A. de los Reyes V', 'Dongju Lim', 'Chul‐Hyun Cho', 'Ji Won Yeom', 'Taek Lee', 'Jung-Been Lee', 'Heon‐Jeong Lee', 'Jae Kyoung Kim']",https://doi.org/10.1016/j.ebiom.2024.105094,EBioMedicine,OpenAlex,2024,False
River stream flow prediction through advanced machine learning models for enhanced accuracy,"['Naresh Kedam', 'Deepak Kumar Tiwari', 'Vijendra Kumar', 'Khaled Mohamed Khedher', 'Mohamed Abdelaziz Salem']",https://doi.org/10.1016/j.rineng.2024.102215,Results in Engineering,OpenAlex,2024,False
Accurately predicting mood episodes in mood disorder patients using wearable sleep and circadian rhythm features,"['Dongju Lim', 'Jaegwon Jeong', 'Yun Min Song', 'Chul‐Hyun Cho', 'Ji Won Yeom', 'Taek Lee', 'Jung‐Been Lee', 'Heon‐Jeong Lee', 'Jae Kyoung Kim']",https://doi.org/10.1038/s41746-024-01333-z,npj Digital Medicine,OpenAlex,2024,False
Happiness Maximization Is a WEIRD Way of Living,"['Kuba Kryś', 'Olga Kostoula', 'Wijnand A. P. van Tilburg', 'Oriana Mosca', 'J. Hannah Lee', 'Fridanna Maricchiolo', 'Aleksandra Kosiarczyk', 'Agata Kocimska‐Bortnowska', 'Cláudio Torres', 'Hidefumi Hitokoto', 'Kongmeng Liew', 'Michael Harris Bond', 'Vivian Miu‐Chi Lun', 'Vivian L. Vignoles', 'John M. Zelenski', 'Brian W. Haas', 'Joonha Park', 'Christin‐Melanie Vauclair', 'Anna Kwiatkowska', 'Marta Roczniewska', 'Nina Witoszek', 'İ̇dil Işık', 'Natasza Kosakowska‐Berezecka', 'Alejandra del Carmen Domínguez Espinosa', 'June Chun Yeung', 'M. Górski', 'Mladen Adamovic', 'Isabelle Albert', 'Vassilis Pavlopoulos', 'Márta Fülöp', 'David Sirlopú', 'Ayu Okvitawanli', 'Diana Boer', 'Julien Teyssier', 'Arina Malyonova', 'Alin Gavreliuc', 'Ursula Serdarevich', 'Charity S. Akotia', 'Lily Appoh', 'Douglas Marlon Arévalo Mira', 'Arno Baltin', 'Patrick Denoux', 'Carla Sofia Esteves', 'Vladimer Lado Gamsakhurdia', 'Ragna B. Garðarsdóttir', 'David O. Igbokwe', 'Eric R. Igou', 'Natália Kaščáková', 'Lucie Klůzová Kráčmarová', 'Nicole Kronberger', 'Pablo Eduardo Barrientos', 'Tamara Mohoricć', 'Elke Murdock', 'Nur Fariza Mustaffa', 'Martín Nader', 'Azar Nadi', 'Yvette van Osch', 'Zoran Pavlović', 'Iva Poláčková Šolcová', 'Muhammad Rizwan', 'Vladyslav Romashov', 'Espen Røysamb', 'Rūta Sargautytė', 'Beate Schwarz', 'Lenka Selecká', 'Heyla A. Selim', 'Maria Stogianni', 'Chien‐Ru Sun', 'Agnieszka Wojtczuk‐Turek', 'Cai Xing', 'Yukiko Uchida']",https://doi.org/10.1177/17456916231208367,Perspectives on Psychological Science,OpenAlex,2024,False
"Causes and mechanism of thermal runaway in lithium-ion batteries, contradictions in the generally accepted mechanism","['Nikolay E. Galushkin', 'Nataliya N. Yazvinskaya', 'Dmitriy N. Galushkin']",https://doi.org/10.1016/j.est.2024.111372,Journal of Energy Storage,OpenAlex,2024,False
Ethics and AI-Plagiarism in an Academic Environment: Students’ Understanding of Compliance with Author’s Ethics and the Problem of Plagiarism in the Process of Interaction with Generative Artificial Intelligence,['Pavel V. Sysoyev'],https://doi.org/10.31992/0869-3617-2024-33-2-31-53,Высшее образование в России,OpenAlex,2024,False
Biomimetic computer-to-brain communication enhancing naturalistic touch sensations via peripheral nerve stimulation,"['Giacomo Valle', 'Natalija Katic', 'Dominic Eggemann', 'Oleg Gorskii', 'Natalia Pavlova', 'Francesco M. Petrini', 'Paul Čvančara', 'Thomas Stieglitz', 'Pavel Musienko', 'Marko Bumbaširević', 'Staniša Raspopović']",https://doi.org/10.1038/s41467-024-45190-6,Nature Communications,OpenAlex,2024,False
Random forests with parametric entropy-based information gains for classification and regression problems,"['Vera Ignatenko', 'Anton Surkov', 'Sergei Koltcov']",https://doi.org/10.7717/peerj-cs.1775,PeerJ Computer Science,OpenAlex,2024,False
Predicting Sustainable Crop Yields: Deep Learning and Explainable AI Tools,"['Ivan Malashin', 'В С Тынченко', 'Andrei Gantimurov', 'Vladimir Nelyub', 'А. С. Бородулин', 'Yadviga Tynchenko']",https://doi.org/10.3390/su16219437,Sustainability,OpenAlex,2024,False
"Gaidai Multivariate Reliability Method for Energy Harvester Operational Safety, Given Manufacturing Imperfections","['Oleg Gaidai', 'Vladimir Yakimov', 'Fang Wang', 'Yu Cao']",https://doi.org/10.1007/s12541-024-00977-x,International Journal of Precision Engineering and Manufacturing,OpenAlex,2024,False
Supersonic separation towards sustainable gas removal and carbon capture,"['Esmail Lakzian', 'Shima Yazdani', 'Fahime Salmani', 'Omid Mahian', 'Heuy Dong Kim', 'Mohammad Ghalambaz', 'Hongbing Ding', 'Yan Yang', 'Bo Li', 'Chuang Wen']",https://doi.org/10.1016/j.pecs.2024.101158,Progress in Energy and Combustion Science,OpenAlex,2024,False
"Unlocking Trust Dynamics: An Exploration of Playfulness, Expertise, and Consumer Behavior in Virtual Influencer Marketing","['Jihye Kim', 'Minseong Kim', 'Sae-Mi Lee']",https://doi.org/10.1080/10447318.2023.2300018,International Journal of Human-Computer Interaction,OpenAlex,2024,False
Deep regression analysis for enhanced thermal control in photovoltaic energy systems,"['Wael M. Elmessery', 'Abadeer Habib', 'Mahmoud Y. Shams', 'Tarek Abd El‐Hafeez', 'Tamer M. El‐Messery', 'Salah Elsayed', 'Ahmed Elsayed Mahmoud Fodah', 'Taha Abdelfattah Mohammed Abdelwahab', 'Khaled Abdeen Mousa Ali Ali', 'Yasser Kamal Osman Taha Osman', 'Mohamed F. Abdelshafie', 'Gomaa Galal Abd El‐wahhab', 'Abdallah Elshawadfy Elwakeel']",https://doi.org/10.1038/s41598-024-81101-x,Scientific Reports,OpenAlex,2024,False
Factors affecting injury severity in motorcycle crashes: Different age groups analysis using Catboost and SHAP techniques,"['Muhammad Zahid', 'Muhammad Faisal Habib', 'Muhammad Ijaz', 'Iqra Ameer', 'Irfan Ullah', 'Tufail Ahmed', 'Zhengbing He']",https://doi.org/10.1080/15389588.2023.2297168,Traffic Injury Prevention,OpenAlex,2024,False
Traffic Improvement in Manhattan Road Networks With the Use of Parallel Hybrid Biobjective Genetic Algorithm,"['Акопов Андраник Сумбатович', 'L. A. Beklaryan']",https://doi.org/10.1109/access.2024.3361399,IEEE Access,OpenAlex,2024,False
"A measure of quantile-on-quantile connectedness for the US treasury yield curve spread, the US Dollar, and gold price","['Mei-Chih Wang', 'Tsangyao Chang', 'Alexey Mikhaylov', 'Linyu Jia']",https://doi.org/10.1016/j.najef.2024.102232,The North American Journal of Economics and Finance,OpenAlex,2024,False
A Comparative Study of Machine Learning Models for Daily and Weekly Rainfall Forecasting,"['Vijendra Kumar', 'Naresh Kedam', 'Özgür Kişi', 'Saleh Alsulamy', 'Khaled Mohamed Khedher', 'Mohamed Abdelaziz Salem']",https://doi.org/10.1007/s11269-024-03969-8,Water Resources Management,OpenAlex,2024,False
Conflicting impacts of shadow AI usage on knowledge leakage in metaverse-based business models: A Yin-Yang paradox framing,"['Tachia Chin', 'Qi Li', 'Francesco Mirone', 'Armando Papa']",https://doi.org/10.1016/j.techsoc.2024.102793,Technology in Society,OpenAlex,2024,False
Innovative Approaches in Hotel Management: Integrating Artificial Intelligence (AI) and the Internet of Things (IoT) to Enhance Operational Efficiency and Sustainability,"['Tamara Gajić', 'Marko D. Petrović', 'Ana Milanović Pešić', 'Momčilo Conić', 'Nemanja Gligorijević']",https://doi.org/10.3390/su16177279,Sustainability,OpenAlex,2024,False
Lung image quality assessment and diagnosis using generative autoencoders in unsupervised ensemble learning,"['Elakkiya Rajasekar', 'Harshiv Chandra', 'Nick Pears', 'V. Subramaniyaswamy', 'Ketan Kotecha']",https://doi.org/10.1016/j.bspc.2024.107268,Biomedical Signal Processing and Control,OpenAlex,2024,False
Mathematical Models for the Design of GRID Systems to Solve Resource-Intensive Problems,"['Valeriya Tynchenko', 'Valeriya Tynchenko', 'В С Тынченко', 'В С Тынченко', 'Vladimir A. Nelyub', 'V V Bukhtoyarov', 'А. С. Бородулин', 'Sergei Kurashkin', 'Andrei Gantimurov', 'В В Кукарцев']",https://doi.org/10.3390/math12020276,Mathematics,OpenAlex,2024,False
Integrating Augmented Reality in Spine Surgery: Redefining Precision with New Technologies,"['Manuel De Jesus Encarnación Ramírez', 'G. E. Chmutin', 'Renat Nurmukhametov', 'Gervith Reyes Soto', 'Siddarth Kannan', 'Gennadi Piavchenko', 'В.Н. Николенко', 'Ibrahim E. Efe', 'Alberto Ramírez Romero', 'Jeff Ntalaja Mukengeshay', 'Keith Simfukwe', 'Tshiunza Mpoyi Chérubin', 'Federico Nicolosi', 'Salman Sharif', 'Juan Carlos Roa', 'Nicola Montemurro']",https://doi.org/10.3390/brainsci14070645,Brain Sciences,OpenAlex,2024,False
Comparative analyses and optimizations of hybrid biomass and solar energy systems based upon a variety of biomass technologies,"['Ahmad Shah Irshad', 'Mohammad Naseer Zakir', 'Sher Shah Rashad', 'Mohammed Elsayed Lotfy', 'Alexey Mikhaylov', 'M.H. Elkholy', 'Gábor Pintér', 'Tomonobu Senjyu']",https://doi.org/10.1016/j.ecmx.2024.100640,Energy Conversion and Management X,OpenAlex,2024,False
"Pooled Analysis of Physical Activity, Sedentary Behavior, and Sleep Among Children From 33 Countries","['Kar Hau Chong', 'Thomas Suesse', 'Penny Cross', 'Sarah T. Ryan', 'Eivind Aadland', 'Oluwayomi Aoko', 'Ankhmaa Byambaa', 'Valerie Carson', 'Jean‐Philippe Chaput', 'Hayley Christian', 'Dylan P. Cliff', 'Marieke De Craemer', 'Clarice Martins', 'Christine Delisle Nyström', 'Catherine E. Draper', 'Asmaa El Hamdouchi', 'Alex Antônio Florindo', 'Hongyan Guan', 'Amy S. Ha', 'Najmeh Hamzavi Zarghani', 'Kylie D. Hesketh', 'Mohammad Sorowar Hossain', 'Jajat Jajat', 'Thanh Van Kim', 'Denise Koh', 'А. V. Kontsevaya', 'Nicholas Kuzik', 'Marja H. Leppänen', 'Marie Löf', 'Himangi Lubree', 'Kim Meredith-Jones', 'Tawonga Mwase‐Vuma', 'Johan Y. Y. Ng', 'Rachel Novotny', 'Jackline Jema Nusurupia', 'Bang Nguyen Pham', 'Bee Koon Poh', 'John J. Reilly', 'Amanda E. Staiano', 'Kuston Sultoni', 'Chiaki Tanaka', 'Hong Tang', 'Rachael W. Taylor', 'Simone A. Tomaz', 'Mark S. Tremblay', 'Stewart G. Trost', 'Ali Turab', 'Susana Vale', 'Pujitha Wickramasinghe', 'Anthony D. Okely']",https://doi.org/10.1001/jamapediatrics.2024.3330,Archives of Pediatrics and Adolescent Medicine,OpenAlex,2024,False
Enhancing Pan evaporation predictions: Accuracy and uncertainty in hybrid machine learning models,"['Khabat Khosravi', 'Aitazaz A. Farooque', 'Seyed Amir Naghibi', 'Salim Heddam', 'Ahmad Sharafati', 'Javad Hatamiafkoueieh', 'Soroush Abolfathi']",https://doi.org/10.1016/j.ecoinf.2024.102933,Ecological Informatics,OpenAlex,2024,False
Report of the APOE4 National Institute on Aging/Alzheimer Disease Sequencing Project Consortium Working Group: Reducing APOE4 in Carriers is a Therapeutic Goal for Alzheimer's Disease,"['Jeffery M. Vance', 'Lindsay A. Farrer', 'Yadong Huang', 'Carlos Cruchaga', 'Bradley T. Hyman', 'Margaret A. Pericak‐Vance', 'Alison Goate', 'Michael D. Greicius', 'Anthony J. Griswold', 'Jonathan L. Haines', 'Julia TCW', 'Gerard D. Schellenberg', 'Li‐Huei Tsai', 'Joachim Herz', 'David M. Holtzman']",https://doi.org/10.1002/ana.26864,Annals of Neurology,OpenAlex,2024,False
"Pancultural nostalgia in action: Prevalence, triggers, and psychological functions of nostalgia across cultures.","['Erica G. Hepper', 'Constantine Sedikides', 'Tim Wildschut', 'Wing‐Yee Cheung', 'Georgios Abakoumkin', 'Gızem Arıkan', 'Mark Aveyard', 'Einar Baldvin Baldursson', 'Olga Białobrzeska', 'Sana Bouamama', 'Imed Bouzaouech', 'Marco Brambilla', 'Axel M. Burger', 'Sylvia Xiaohua Chen', 'Sylwia Cisek', 'Didier Demassosso', 'Lucía Estevan‐Reina', 'Roberto González', 'Li Gu', 'Rita Guerra', 'Nina Hansen', 'Shanmukh V. Kamble', 'Takashi Kusumi', 'Camille Mangelinckx', 'Veronika V. Nourkova', 'Élena Pinna', 'Aino Rantasila', 'Timothy D. Ritchie', 'Albina B. Salikhova', 'Elena Stephan', 'Mihaela Sterian', 'Yuk‐Yue Tong', 'Suzanne van Even', 'Normando José Queiroz Viana', 'A.J.J.M. Vingerhoets', 'Courtney von Hippel', 'Artem S. Zatsepin', 'Bettina Zengel']",https://doi.org/10.1037/xge0001521,Journal of Experimental Psychology General,OpenAlex,2024,False
Multivariate risks assessment for complex bio-systems by Gaidai reliability method,"['Oleg Gaidai', 'Vladimir Yakimov', 'Qingsong Hu', 'Stas Loginov']",https://doi.org/10.1016/j.sasc.2024.200074,Systems and Soft Computing,OpenAlex,2024,False
Connectome architecture shapes large-scale cortical alterations in schizophrenia: a worldwide ENIGMA study,"['Foivos Georgiadis', 'Sara Larivière', 'David C. Glahn', 'L. Elliot Hong', 'Peter Kochunov', 'Bryan Mowry', 'Carmel M. Loughland', 'Christos Pantelis', 'Frans Henskens', 'Melissa J. Green', 'Murray J. Cairns', 'Patricia T. Michie', 'Paul E. Rasser', 'Stanley V. Catts', 'Paul A. Tooney', 'Rodney J. Scott', 'Ulrich Schall', 'Vaughan J. Carr', 'Yann Quidé', 'Axel Krug', 'Frederike Stein', 'Igor Nenadić', 'Katharina Brosch', 'Tilo Kircher', 'Raquel E. Gur', 'Ruben C. Gur', 'Theodore D. Satterthwaite', 'Andriana Karuk', 'Edith Pomarol-Clotet', 'Joaquim Raduà', 'Paola Fuentes‐Claramonte', 'Raymond Salvador', 'Gianfranco Spalletta', 'Aristotle N. Voineskos', 'Kang Sim', 'Benedicto Crespo‐Facorro', 'Diana Tordesillas Gutiérrez', 'Stefan Ehrlich', 'Nicolás Crossley', 'Dominik Grotegerd', 'Jonathan Repple', 'Rebekka Lencer', 'Udo Dannlowski', 'Vince D. Calhoun', 'Kelly Rootes-Murdy', 'Caroline Demro', 'Ian S. Ramsay', 'Scott R. Sponheim', 'André Schmidt', 'Stefan Borgwardt', 'A. S. Tomyshev', 'И. С. Лебедева', 'Cyril Höschl', 'Filip Španiel', 'Adrian Preda', 'Dana Nguyen', 'Anne Uhlmann', 'Dan J. Stein', 'Fleur M. Howells', 'Henk Temmingh', 'Ana M. Díaz Zuluaga', 'Carlos López‐Jaramillo', 'Felice Iasevoli', 'Ellen Ji', 'Stephanie Homan', 'Wolfgang Omlor', 'Philipp Homan', 'Stefan Kaiser', 'Erich Seifritz', 'Bratislav Mišić', 'Sofie L. Valk', 'Paul M. Thompson', 'Theo G.M. van Erp', 'Jessica A. Turner', 'Boris C. Bernhardt', 'Matthias Kirschner']",https://doi.org/10.1038/s41380-024-02442-7,Molecular Psychiatry,OpenAlex,2024,False
"Vulnerability, Resilience and Adaptation of Lagos Coastal Communities to Flooding","['Prince Emeka Ndimele', 'Akinloye Emmanuel Ojewole', 'Gabriel Olarinde Mekuleyı', 'Lateef Akorede Badmos', 'Christopher Monday Agosu', 'Emmanuel Sunday Olatunbosun', 'Oluseyi Olaide Lawal', 'Jamiu Adebayo Shittu', 'Olufemi Olabode Joseph', 'Kehinde Moyosola Ositimehin', 'Felix Chinsom Ndimele', 'Catherine Oluwalopeye Ojewole', 'Iman Olawunmi Abdulganiy', 'Odunayo Temitope Ayodele']",https://doi.org/10.3389/esss.2024.10087,Earth Science Systems and Society,OpenAlex,2024,False
Analysis of Models to Predict Mechanical Properties of High-Performance and Ultra-High-Performance Concrete Using Machine Learning,"['Mohammad Hematibahar', 'Махмуд Харун', 'Alexey N. Beskopylny', 'Sergey A. Stel’makh', 'Evgenii M. Shcherban’', 'Irina Razveeva']",https://doi.org/10.3390/jcs8080287,Journal of Composites Science,OpenAlex,2024,False
PermDroid a framework developed using proposed feature selection approach and machine learning techniques for Android malware detection,"['Arvind Mahindru', 'Himani Arora', 'Abhinav Kumar', 'Sachin Kumar Gupta', 'Shubham Mahajan', 'Seifedine Kadry', 'Jungeun Kim']",https://doi.org/10.1038/s41598-024-60982-y,Scientific Reports,OpenAlex,2024,False
How understanding the limitations and risks of using ChatGPT can contribute to willingness to use,"['Ghadah Al Murshidi', 'Galina Shulgina', 'Anastasia Kapuza', 'Jamie Costley']",https://doi.org/10.1186/s40561-024-00322-9,Smart Learning Environments,OpenAlex,2024,False
Roadmap for the development of machine learning-based interatomic potentials,"['Yong‐Wei Zhang', 'V. Sorkin', 'Zachary H. Aitken', 'Antonio Politano', 'Jörg Behler', 'Aidan P. Thompson', 'Tsz Wai Ko', 'Shyue Ping Ong', 'Olga Chalykh', 'Dmitry Korogod', 'Evgeny V. Podryabinkin', 'Alexander V. Shapeev', 'Ju Li', 'Y. Mishin', 'Zongrui Pei', 'Xianglin Liu', 'Jaesun Kim', 'Yutack Park', 'Seungwoo Hwang', 'Seungwu Han', 'Killian Sheriff', 'Yifan Cao', 'Rodrigo Freitas']",https://doi.org/10.1088/1361-651x/ad9d63,Modelling and Simulation in Materials Science and Engineering,OpenAlex,2024,False
Km‐Scale Simulations of Mesoscale Convective Systems Over South America—A Feature Tracker Intercomparison,"['Andreas F. Prein', 'Zhe Feng', 'Thomas Fiolleau', 'Zachary Moon', 'Kelly M. Núñez Ocasio', 'Julia Kukulies', 'Rémy Roca', 'Adam Varble', 'Amanda Rehbein', 'Changhai Liu', 'Kyoko Ikeda', 'Ye Mu', 'Roy Rasmussen']",https://doi.org/10.1029/2023jd040254,Journal of Geophysical Research Atmospheres,OpenAlex,2024,False
Analysis of a Predictive Mathematical Model of Weather Changes Based on Neural Networks,"['Boris V. Malozyomov', 'Nikita V. Martyushev', 'Svetlana N. Sorokova', 'Egor A. Efremenkov', 'Denis V. Valuev', 'Mengxu Qi']",https://doi.org/10.3390/math12030480,Mathematics,OpenAlex,2024,False
"Quantile connectedness among digital assets, traditional assets, and renewable energy prices during extreme economic crisis","['Umar Nawaz Kayani', 'Mirzat Ullah', 'Ahmet Faruk Aysan', 'Sidra Nazir', 'Josephine Frempong']",https://doi.org/10.1016/j.techfore.2024.123635,Technological Forecasting and Social Change,OpenAlex,2024,False
From policy stringency to environmental resilience: Unraveling the dose-response dynamics of environmental parameters in OECD countries,"['Kazi Sohag', 'Md. Monirul Islam', 'Shawkat Hammoudeh']",https://doi.org/10.1016/j.eneco.2024.107570,Energy Economics,OpenAlex,2024,False
